Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,6442647619990,-508285008448,-57761686261,-27340920851,-7599859961,48799313028,-90865757255,0,5799593700242,-459756819,0,0,0,0,0,193155983,-266600836,0,0,550046591724,-247925595448,0,-220660200,0,301900336076,6101227435482,175295171215,0,6276522606697
2010,2,1399592074106,-1036425120321,-99009119427,-62104068978,-9599859961,84562696834,-112739613386,0,164276988867,-481760045761,14835200000,0,0,0,0,390443321,-466534402440,0,0,716275425565,-425108361530,0,-37837039000,0,253330025035,-48927388538,175295171215,0,126367782677
2010,3,2087416360580,-1183604482188,-155595080775,-101158208762,-19599859961,124373359376,-164603021670,0,587229066600,-860091918321,129373800000,0,0,0,0,7715919116,-723002199205,0,0,874908489845,-658129776589,0,-67409846195,0,149368867061,13595734456,175295171215,0,188890905671
2011,1,730322727188,-535393912586,-67674408887,-46102380541,-3084172254,36449238731,-80160284099,0,34356807552,-644803168934,0,0,33556111111,-2000000000,0,5771728364,-607475329459,7350000000,0,821883590000,-303188649000,0,-126467500,0,525918473500,-47200048407,100716330250,0,53516281843
2011,3,731614408819,-795257823323,-49754576792,-44333085837,-2201629664,28338234586,-55931450528,0,-187525922739,-1310661753,0,0,0,0,0,1021903228,-288758525,0,0,449869200000,-271641449000,0,-3023371290,0,175204379710,-12610301554,57754475919,0,45144174365
2011,4,810006269089,-698872480108,-48012052769,-49336675822,-674575709,21684117988,-46866170011,0,-12071567342,-2167513388,464947050000,0,0,0,0,-722047143,462057489469,0,-7320384546,106760000000,-531533949000,0,-3454487880,0,-435548821426,14437100701,45144174365,9135012,59590410078
2012,1,585245508395,-559544764738,-54555042219,-38565100700,-552001045,16999050996,-36346584573,0,-87318933884,-6371154925,19375656000,0,0,0,0,91784026,13096285101,0,0,114759000000,-75183321000,0,-137504960,0,39438174040,-34784474743,59590410078,0,24805935335
2012,2,701544475327,-536768065072,-42370442004,-39435839583,-499493642,24293403168,-26091606107,0,80672432087,-8588532448,143883284,0,0,0,0,88260238,-8356388926,0,0,52828000000,-116634321000,0,-709915080,0,-64516236080,7799807081,24805935335,0,32605742416
2012,3,694821857542,-539392182163,-43810668485,-37986114171,-698149261,13758469466,-24970877834,0,61722335094,-11054760282,129872727,0,0,0,0,341524666,-10583362889,0,0,118514600000,-189671071000,0,-114768260,0,-71271239260,-20132267055,32605742416,0,12473475361
2013,1,542388301126,-520979935892,-48755876725,-30474381330,-24583119,32888365096,-30284554023,0,-55242664867,-10220999746,0,0,0,0,0,58980537,-10162019209,0,0,266287239970,-205676540500,0,-25122080,0,60585577390,-4819106686,20567008437,42474793,15790376544
2013,2,634386453144,-379206379691,-41503861128,-39083803116,-413808909,20884548831,-49032057782,0,146031091349,-269459586776,38228149091,0,0,0,0,306914042,-230924523643,0,0,353728652527,-261310032792,0,-530352640,0,91888267095,6994834801,15790376544,80864992,22866076337
2013,3,611296493550,-485709027287,-45753597129,-29308788329,-469363933,15555915902,-25078561466,0,40533071308,-1680544604,141915721760,0,0,0,0,44858042,140280035198,0,0,150324912389,-278151220869,0,-1828000,0,-127828136480,52984970026,22866076337,58645854,75909692217
2013,4,656067667653,-551501654817,-42060315033,-24075168182,-488930729,18689456659,-28682523012,0,27948532539,-2750748409,40347522795,0,0,0,0,62241864,37659016250,9097403285,0,223812562701,-292696236720,0,0,0,-59786270734,5821278055,75909692217,-7483614,81723486658
2014,1,549140896653,-463313163709,-49936857631,-22500730415,-1558596128,10755659229,-25573410943,0,-2986202944,-2869775690,0,0,0,0,0,98261598,-2771514092,0,0,148117782011,-176262838809,0,-2660000,0,-28147716798,-33905433834,81723486658,50477178,47868530002
2014,2,540746673625,-456271333302,-32470217150,-21448093454,-453005694,6389274211,-23868709275,0,12624588961,-500000000,0,0,0,0,0,110081583,-389918417,0,0,130121968040,-152207674424,0,-999808000,0,-23085514384,-10850843840,47868530002,37047960,37054734122
2014,3,547484400017,-446411397982,-35880927158,-21085358441,-573524628,30471666587,-38828992570,0,35175865825,-1153749364,71419941764,0,0,0,0,146300927,70412493327,0,0,153991157379,-193592456380,0,-16846000,0,-39618145001,65970214151,37054734122,-101001983,102923946290
2014,4,521080716930,-388776118016,-34579498078,-18638729716,-555378542,45794603140,-35537914163,0,88787681555,-287272727,130677286044,0,0,0,0,492724273,130882737590,0,0,111308856190,-233814304505,0,-11176000,0,-122516624315,97153794830,102923946290,229110780,200306851900
2015,1,430329107244,-309076443656,-49217470363,-17458987019,-924130607,4965850406,-49615813267,0,9002112738,-195506949,0,0,0,0,0,1238459723,1042952774,0,0,23000013889,-75042174499,0,-1260000,0,-52043420610,-41998355098,200306851900,93387625,158401884427
2015,3,943088717847,-710790888494,-68422599729,-33023542104,-584930324,21830916644,-40799175892,0,111298497948,-2112786615,0,-60000000000,0,0,0,1544887695,-60567898920,0,94711274387,-323462512015,91771427689,0,-1228847320,0,-138208657259,-87478058231,158401885718,4114565,70927942052
2015,4,489939999910,-309739692501,-34109090567,-14891929919,-171281143,6746176035,-22009987391,0,115764194424,-3048808000,77272728,-30000000000,30000000000,0,0,1367517098,-1604018174,0,0,26806298876,-114506107648,0,0,0,-87699808772,26460367478,70927942052,-98703558,97289605972
2016,1,390297453894,-281804076178,-47070639354,-14322919121,-539703664,4113668385,-21517143553,96121572646,29156640409,-338411795,0,30000000000,0,0,0,1514979069,31176567274,0,0,25509012993,-38497860012,0,0,0,-12988847019,47344360664,97289605972,-73459027,144560507609
2016,2,0,0,0,0,0,0,0,0,43954910911,-1337713713,0,-30000000000,60000000000,0,5000000000,2802047440,36464333727,0,0,22199571569,-28122835407,0,0,0,-5923263838,74495980800,144560507609,-59837202,218996651207
2016,3,0,0,0,0,0,0,0,0,8283769700,-3245083600,0,-90000000000,0,0,-899541492,3479808497,-90664816595,0,0,0,-32279322362,0,-15684000,0,-32295006362,-114676053257,218996651207,267623726,104588221676
2016,4,328806675835,-289040391462,-27448006088,-14495779985,-4026817,6161241674,-24362851027,0,-20383137870,-1879859523,30305841300,90000000000,0,0,10000000000,1535485268,129961467045,0,0,0,-32101785012,0,0,0,-32101785012,77476544163,104588221676,-521163314,181543602525
2017,1,394780060451,-314779937143,-34235971492,-12128931661,-103377128,13540898380,-17989437722,0,29083303685,-417424718,0,0,0,0,0,1416656690,999231972,0,0,0,-58832881056,0,-836000,0,-58833717056,-28751181399,181543605525,-29888154,152762535972
2017,2,0,0,0,0,0,0,0,0,34832977621,0,2782236365,-34000000000,0,0,503734402,2883371265,-27830657968,0,0,0,-36994778400,0,-3800000,0,-36998578400,-29996258747,152762535972,58789411,122825066636
2017,3,0,0,0,0,0,0,0,0,3235614625,-65000000,12624560121,-30000000000,0,0,0,718773142,-16721666737,0,0,0,0,0,-228000,0,-228000,-13486280112,122825066636,-27466634,109311319890
2017,4,513384413376,-381460810290,-26983847643,-2628603,-20000000,3994670808,-28881225126,74274203538,80030572522,-891707465,184606365,0,34000000000,0,0,2731106856,36024005756,0,0,0,-51108405139,0,-1520000,0,-51109925139,64944653139,109311319890,-30696226,174225276803
2018,1,470494718798,-348308404031,-35683095338,-965039577,0,2809866914,-20021591748,109307545294,68326455018,-90312755,0,0,30000000000,0,0,2070300831,31979988076,0,0,0,-91488540379,0,0,0,-91488540379,8817902715,174225276803,41579257,183084758775
2018,2,0,0,0,0,0,0,0,109322258925,69529548625,-1354109401,22964362818,-113770000000,0,0,0,2331179811,-89828566772,0,0,0,0,0,-2436000,0,-2436000,-20301454147,183084758775,113417937,162896722565
2018,3,0,0,0,0,0,0,0,0,70624587518,-290273182,0,-118905000000,113770000000,0,0,1397389361,-4027883821,0,0,0,0,0,0,0,0,66596703697,162896722565,671316235,230164742497
2018,4,443987875854,-334911588546,-27341544582,1,0,42408897015,-55992075023,0,68151564719,-505407381,25177392000,-116470000000,114905000000,0,3835000000,1402183348,28344167967,0,0,0,-154586507799,0,0,0,-154586507799,-58090775113,230164742497,-1003631258,171070336126
