Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2013,1,1393712694394,-485351907737,-123496468721,-17031764948,-91365562346,111217917189,-133040760985,0,654644146846,-275000000,0,0,0,0,0,0,-275000000,0,0,73105100000,-639287627662,0,0,0,-566182527662,88186619184,240175782663,0,328362401847
2013,2,806672019497,-272905643524,-83200756942,-13831773319,-5000000000,75411227588,-128570385893,0,378574687407,-2370613200,0,0,0,0,1629880000,0,-740733200,0,0,53618600000,-152716963120,0,-193098266110,0,-292196629230,85637324977,328362401847,0,413999726824
2015,1,1040047444803,-293243048708,-108441789708,-6468320734,-20000000000,97517729494,-139213554307,0,570198460840,0,0,0,0,0,0,0,0,0,0,119926616512,-518615404834,0,0,0,-398688788322,171509672518,139637952831,0,311147625349
2015,2,701319911067,-303408396151,-116593102824,-5120921928,-62841876255,57036954406,-90694943633,0,179697624682,2204546000,0,0,0,0,0,0,2204546000,0,0,290162694288,-211888616766,0,-307185352000,0,-228911274478,-47009103796,311147625349,0,264138521553
2015,4,881062238469,-237088429179,-98660498147,-6135458866,-19000000000,60705646526,-232730562304,0,348152936499,0,180726000,0,0,0,516000000,0,696726000,0,0,42092500000,-132586963765,0,-55496278500,0,-145990742265,202858920234,194403433434,105325762,397367679430
2016,1,697868386510,-141098995774,-89817138531,-10108903395,-31280422597,49149243385,-156388871391,19772265798,318323298207,0,0,0,0,0,0,0,0,0,0,16762100000,-396282310546,0,0,0,-379520210546,-61196912339,397367679430,0,336170767091
2016,2,0,0,0,0,0,0,0,0,-275863130282,-73192754456,0,0,0,0,0,2426593984,-70766160472,0,0,1017872346173,-450673000245,0,-146343000000,0,420856345928,74227055174,336170767091,0,410397822265
2016,3,673150457004,-544222081451,-52887751271,-10265969970,0,31364349069,-94452848755,0,2686154626,-11243407709,227645000,0,0,0,0,0,-11015762709,0,0,472558743196,-572730951937,0,0,0,-100172208741,-108501816824,410397822265,0,301896005441
2016,4,596676098666,-521690408437,-59785529054,-9938833651,-6000000000,29161605647,-103608643358,0,-75185710187,-11651810955,204836100,0,0,0,0,0,-11446974855,0,0,465820329150,-472799350955,0,-618065250,0,-7597087055,-94229772097,301896005441,5979794,207672213138
2017,1,922065324386,-412125540146,-82971484556,-10118094341,-18329523062,22117702573,-75880159437,0,344758225417,-19445148432,237629500,0,0,0,0,0,-19207518932,0,0,369889734771,-547221860928,0,0,0,-177332126157,148218580328,207672213138,0,355890793466
2017,2,652347325660,-556362256088,-68349872158,-7363863344,-10700000000,8861553723,-73617733974,0,-55184846181,-9192081136,139378000,0,0,0,0,0,-9052703136,0,0,500522141867,-396461046041,0,-55728544925,0,48332550901,-15904998416,355890793466,0,339985795050
2017,3,524030868443,-502170234528,-60022403049,-7930677834,-10000000000,9372665793,-66582678094,0,-113302459269,-49313184078,113651700,0,0,0,0,0,-49199532378,0,0,448884232727,-324834243857,0,0,0,124049988870,-38452002777,348823847103,0,310371844326
2017,4,677595072762,-621523629752,-49618809404,-10713519082,-10000000000,48946679995,-91096047308,0,-56410252789,-39501179113,191340000,0,0,0,0,0,-39309839113,0,0,603978307997,-496576045003,0,-66778554040,0,40623708954,-55096382948,310371844326,3650433,255279111811
2018,1,602068388924,-482850704481,-94670487825,-12268173171,-14271852932,25257281386,-87337366335,0,-64072914434,-34195402154,199370000,0,0,0,0,0,-33996032154,0,0,493804102413,-407021742045,0,0,0,86782360368,-11286586220,255279111811,0,243992525591
2018,2,0,0,0,0,0,0,0,0,-16397570079,-15380509586,285945000,0,0,0,0,843552116,-14251012470,0,0,647236989804,-608681564981,0,-78725562878,0,-40170138055,-70818720604,243992525591,0,173173804987
2018,3,604092056657,-600902493350,-61103298542,-14931917436,0,8682255059,-104759452728,18578318119,-168922850340,-12378222719,106251000,0,0,0,0,783000000,-11488971719,0,0,555394647905,-419686069047,0,0,0,135708578858,-44703243201,173336558715,0,128633315514
2018,4,620965230613,-351400998100,-52270457213,-16626097987,-29418234292,107786425548,-62631911829,0,216403956740,-15816965616,373522100,0,0,0,0,0,-15443443516,0,0,350424097206,-527451409309,0,-77925517775,0,-254952829878,-53992316654,128633315514,9385360,74650384220
2019,1,695877006322,-795007696282,-73011390344,-21727636836,0,21985812816,-81204994793,14237713631,-253088899117,-17033605330,157311000,0,0,0,0,0,-16876294330,0,0,878249636776,-606145566671,0,0,0,272104070105,2138876658,74650384220,0,76789260878
2019,2,0,0,0,0,0,0,0,0,190294105412,-8519689209,572945000,0,0,0,0,54819679,-7891924530,0,0,579439038530,-666871627473,0,-9974637000,0,-97407225943,84994954939,76789260878,0,161784215817
