Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2006,0,50000000,50000000,10422.7009201,1050.99497352,10406.49428908,0,416.52326312,416.52326312,395.444979155,417,0,1.16171320718697,0.53740394577998,0.0399630831118585,0.018486764562012502,11318566.9326087,0,0,0,0.553322803583259,0.545213961224616,0.396313278002631,0.122208717851163,0,0,20.647106083778,20.647106083778,21.7476525264697,0.825122016445377,8.18272229333012,0.826407026333966,0,0,0,0,0,0,0,0.758843393601215,-0.44667719641674,0.0258107637679716,0,0,0,0,0.860797651101381,1.47107521465474,0.46259605422002,0.644282491590584,0.0104206672822731,-0.208245093650572,0.0021700528340984,-0.00120285727448899
2007,0,50000000,50000000,11580.5664451,4286.53320916,11316.77975054,92772.25342238,1494.66919602,1494.66919602,1023.50781711,1495,0,16.10291826044,0.941530446162919,0.13585884052692498,0.0135514132741103,40616010.761413,0,0,0,0.507468531682337,0.482615581645149,0.34868951739975,0.498434094088372,122.481497540326,204.318207005191,5.75378152095464,5.75378152095464,8.40247612791386,0.742623432175794,2.00628330176527,0.75993349606275,0.0927001305104159,7.79066380720728,0.111090736832626,0,0,0,0,1.78103582331834,-0.492531468317663,0.0197221753258195,11.3172638788538,10.1670598410699,0,0,0.0621005449960393,0.13269976678774,0.0584695538370813,0.710643407878995,0.00162760235356714,-0.858268637836506,0.00139692005493556,-0.00225815491521787
2008,0,100000000,100000000,10761.57659498,2707.48304024,10372.11289137,-5228.19412323,571.44738538,571.44738538,562.002795055,596,0,9.13353247024421,0.901317728744999,0.06904932638141151,0.00549248078352979,31056923.1184783,0,0,0,0.334469702362282,0.273463192882778,0.211062221586195,0.314823609330233,1.22845046857216,-4.46300695334672,15.0495045038682,15.0495045038682,15.3024149980577,0.799139412715018,3.17638185435786,0.829146393803285,-1.64492744479176,0.10120135555263,0.858557894555057,1,0.0220017020961602,0.106162947965307,0,-0.0117130336065055,-0.665530297637718,0.00870391867901158,0.25464099083287,-0.0192623557086302,0,0,0.109486663923062,0.196574319642824,0.098682271255001,0.909114027161031,0.0290567811691745,-0.137936819778194,0.00400799998746686,-0.0033578776814279
2009,0,100000000,100000000,11660.38532495,4724.65620719,11262.80988229,32764.83693884,1424.1579237,1424.1579237,1361.84913129,1424,0,15.0285893106497,0.93761147780263,0.127032409455135,0.00962423916999427,77399887.1576087,0,0,0,0.574376203917279,0.401759780290754,0.30143101661719,0.549378628743023,12.1066353798435,35.4922439723006,6.03865614682462,6.03865614682462,6.31494326530408,0.737539949181472,1.82023826133899,0.763574995039463,0.262476508460978,0.713844594707697,0.0835201721641112,0,0.0207563760525749,0.0905026422153094,-0.0705866898623754,0.394161385533122,-0.425623796082721,0.0183389686373039,0.819252998486757,0.599128030987216,0,0,0.066539844780466,0.117076756690576,0.0623885221973703,1.03425641213858,0.0245226398381809,-0.390623305775548,0.00957911463993335,-0.0105681544426753
2010,0,270905334.638889,270905334.638889,11110.3147291461,2892.13967784432,10883.8574278149,-3099.1227706613,579.220097260775,579.220097260775,566.179932437299,1469,0,8.8976451071427,0.898965866206059,0.098428653277729,0.0081079130657051,85279246.8902174,0.0874360465116279,0.77029070717571,1.29821116973685,0.477295815905075,0.397668989111634,0.298067407801878,0.336295311377246,1.9100280291848,-12.6645183932629,14.8475511134209,14.8475511134209,15.1895175142973,0.774055479944175,2.97357699072477,0.790161030410208,-2.77497880413589,0.0709703825073942,0.734366532569688,0.82023485,0.0280307554596196,0.0980404270056195,-0.0717631186117667,0.0694014350926781,-0.522704184094925,0.0129832141344195,0.0810220083051112,0.113354642791142,0,0,0.11238928817213,0.187835221656865,0.101034133793941,1.00422084821919,0.0223936415941929,-0.529313162580449,0.0118532492539153,-0.00404498765876725
2011,0,301021552,301021552,10683.6236522493,2278.50841550375,10466.4384475634,-6312.26388463707,552.123463717973,552.123463717973,496.191675681082,623,0,5.99503735273028,0.857041506774845,0.0634556321220996,0.00781893912231771,90326664.1,0,0,0,0.424994963583575,0.323688956136444,0.242317939210203,0.250385540165247,-3.94420242927054,-61.5691239385649,16.4818208208741,16.4818208208741,18.3396869516385,0.851770924941192,3.99384085574602,0.869445709310841,-1.4416380820434,0.123881558594418,0.590238943483004,0.653751173921321,0.0409580179246426,0.148931332610854,-0.109955255449171,-0.0746123224351089,-0.575005036416425,0.0137134285574664,0.199518508304004,0.382507735975031,0,0,0.166804632092005,0.249018987509283,0.142958493225155,0.871301810846009,0.0291633320598028,-0.42252906219424,0.0123223553456877,-0.00586825594114356
2012,0,301021552,301021552,10580.3335899418,2465.70244003991,10358.0291751469,-8253.44971230831,7.22296467330685,7.22296467330685,-46.0590950602434,7,0,5.77734208662662,0.852449531509816,0.000679362226987113,0.00009864817794033591,1181667.41086957,0,0,0,0.123594449836502,0.00456797652500182,0.00292937402178583,0.270956312092298,-71.8609021477861,-270.003006602345,1259.87048415589,1259.87048415589,0,0.860086302822338,3.69063186710101,0.878545507656474,-1.10256926705802,-0.0404885771910084,-0.00966807383614821,0,0.0408544835119083,0.145553342262202,-0.10280417234281,0.0121496825172746,-0.876405550163498,0.00416210671264039,-0.00224754698879559,-0.171998898068799,0,0,0.173089975460307,0.247166972937195,0.147550468490184,1.04993038905031,0.0563965921386397,-0.300717686053829,0.0169594526892533,-0.00684835769772891
2013,0,301021552,301021552,10642.2192439696,2214.28096595555,7874.35030069541,18387.465964334,61.3048585471382,61.3048585471382,-79.8550965156475,62,0,8.0757037811567,0.889815707507308,0.005777331221829221,0.000728552715276904,10029393.2961957,0,0,0,0.0726207860144047,0.035887364300887,0.0276861245206444,0.243327578676435,102.312233543057,178.275573115353,148.438479684328,148.438479684328,0,0.855084808101139,4.10968623219546,1.155650898487,0.49490234367537,0.346957045448645,0.0058491212495122,0,0.029540347712911,0.106272588034026,0,0.111089620276697,-0.927379213985595,0.00191099591410442,0.0457667593145252,0.497363032802056,0,0,0.123828216970183,0.237732439204454,0.110184292492692,0.733277285741652,0.060672912329628,-0.255776301160098,0.0155186930962832,-0.00185762936392619
2014,0,301021552,301021552,10669.2414513197,2204.42145033855,7584.84713185254,-2937.11010551829,27.0222073501236,27.0222073501236,41.7843100043216,27,0,10.4697494723694,0.912814137535524,0.00253593197918118,0.000246824182658257,4420797.17119565,0,0,0,0.0891344289113553,0.01469397348531,0.0122581856323225,0.242244115421818,-17.5896531799203,261.935271260053,336.760053762166,336.760053762166,217.785096823636,0.852919117213752,4.12806725256754,1.19976050166978,-3.09828357571709,0.266995175431488,0.00253915153697237,0,0.0228341745590177,0.0933293495496319,0,0.0991812475180601,-0.910865571088645,0.00179476255480619,0.234892381137141,0.329947384266098,0,0,0.0955132692180543,0.193001496756647,0.0871858624644765,0.680867938187629,0.0252462881971341,-0.465075482203148,0.0117414296571218,-0.0032804488851933
2015,0,301021552,301021552,10688.0232791305,2546.85210910746,7573.99256138644,9638.16018976276,21.5604550301435,21.5604550301435,39.6280428817934,22,0,13.9907133296632,0.933292033673859,0.00201902774557114,0.00015258928188266498,3527261.75815217,0,0,0,0.145295954900856,0.00974727564046247,0.008465530822557,0.279873858143677,24.0494728135958,53.0869041239904,422.069014187194,422.069014187194,229.635362693646,0.85142030124211,3.57303824884794,1.20147992307167,0.944163597702561,0.309279037809173,0.00176037142813601,0,0.0224349109989132,0.0809103882659986,0,0.00118463564713645,-0.854704045099144,0.00261892678480393,0.22780260591791,0.392408883285599,0,0,0.0714759838499297,0.157469327842469,0.0667079663261408,0.600377833571505,0.0214971277015256,-0.476781741080714,0.0102494379737678,-0.00560634008493498
