Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2012,1,71081143188,-45507863867,-13029364470,-1693450462,0,1563240170,-10979397647,0,1434306912,-144483992,0,-100000000,0,0,0,622675576,378191584,0,0,0,-50000000,0,-7841960596,0,-7891960596,-6079462100,27733283300,0,21653821200
2012,3,86227762931,-52785918801,-8204914666,-1474666666,-2539585445,2190356678,-8986790811,0,14426243220,-840144195,0,0,0,0,0,360699112,-479445083,0,0,0,0,0,-107441,0,-107441,13946690696,23773739582,0,37720430278
2012,4,88021394185,-52520077606,-7965693864,-849333333,-2500000000,4320095136,-12025088540,0,16481295978,-752136730,0,0,0,0,0,1138973373,386836643,0,0,0,0,0,-281488,0,-281488,16867851133,37720430278,0,54588281411
2013,1,89350842615,-52141754655,-11269848235,-578666666,-6610807419,1894340519,-17626497831,0,3017608328,-1198901486,0,0,0,0,0,729009146,-469892340,0,0,0,0,0,-13205204520,0,-13205204520,-10657488532,54588281411,0,43930792879
2013,2,101611043503,-58326457554,-9098767858,-830666666,-12464809752,5650826363,-8512336347,0,18028831689,-1381646789,0,-40800000000,9500000000,0,0,579313170,-32102333619,0,0,0,0,0,-233805480,0,-233805480,-14307307410,43930792879,0,29623485469
2013,3,98908997474,-68084311927,-8586745962,-785867333,-2500000000,2134569458,-9711921511,0,11374720199,-3889538899,0,-14500000000,0,0,0,339614714,-18049924185,0,0,0,0,0,-13439834000,0,-13439834000,-20115037986,29623485469,0,9508447483
2013,4,133994151199,-84146847132,-8325788450,-729868000,-2500000000,4297897494,-10776411587,0,31813133524,-2203035598,20285000,-24500000000,11000000000,0,0,1419268439,-14263482159,0,0,0,0,0,-13439400000,0,-13439400000,4110251365,9508447483,0,13618698848
2014,1,120424656661,-60007391283,-16451021772,-887479553,-15028719883,993250280,-16119023055,0,12924271395,0,-4436364,-15000000000,0,0,0,797259801,-14207176563,0,0,36153810458,-61001698378,0,0,0,-24847887920,-26130793088,38118698848,0,11987905760
2014,2,96422617525,-68998875712,-10618781319,-72434249,-2500000000,2843863941,-9944629536,0,7131760650,-940687035,720000000,-36500000000,22300000000,0,0,1542692871,-12877994164,0,0,31894842536,-20360005413,0,-13439400000,0,-1904562877,-7650796391,11987905760,0,4337109369
2014,3,95686764384,-62491986330,-9723926582,-82201054,-3038153255,1535266454,-7402309650,0,14483453967,-2525640000,0,0,12500000000,0,0,1461018627,11435378627,0,0,16517884808,-31204834011,0,0,0,-14686949203,11231883391,4337109369,0,15568992760
2014,4,114600548262,-87856115877,-10102545285,-32292320,-8762645045,1084534263,-9501367748,0,-569883750,-207600000,0,-8500000000,0,0,0,636394406,-8071205594,0,0,26366230003,-9993404810,0,-13439400000,0,2933425193,-5707664151,15568992760,0,9861328609
2015,1,145470691283,-88393605740,-15214311040,-44014822,-8663636591,2369295611,-17265989251,0,18258429450,-56800000,0,-1140625000,0,0,0,1697473342,500048342,0,0,7255605253,-23628430446,0,0,0,-16372825193,2385652599,9861328609,0,12246981208
2015,2,134930049140,-80812587470,-12436109476,-864133,-4985307874,-2101090293,-14198947605,0,20395142289,-3382503286,0,-46000000000,36500000000,0,0,1007691828,-11874811458,0,0,15781405208,-2479908391,0,-13439430000,0,-137933183,8382397648,12246981208,0,20629378856
2015,3,120048349742,-90553240736,-10704901789,-90629958,-4800000000,5016887244,-10623780866,0,8292683637,-1637349339,0,-5000000000,0,0,0,188026231,-6449323108,0,0,44380468851,-53598572109,0,0,0,-9218103258,-7374742729,20629378856,0,13254636127
2015,4,178216586082,-108452259209,-10400798900,-47238337,-4500000000,1228604993,-26533356603,0,29511538026,-8031980388,0,-27500000000,17000000000,0,0,895150502,-17636829886,0,0,65306357390,-57235254227,0,-13439430000,0,-5368326837,6506381303,13254636127,0,19761017430
2016,1,159256188963,-87163334199,-16399827347,-92306578,-13189496465,2407554385,-47793452514,2335105569,-2974673755,-42262492433,0,-984578125,0,0,0,1166503919,-42080566639,0,0,92068549119,-51732622920,0,0,0,40335926199,-4719314195,21859220439,0,17139906244
2016,2,144507508024,-106271693927,-12335687348,-790822018,-4200000000,4646042834,-5454831672,0,20100515893,-7865331903,0,-16305628255,2776566611,0,0,2408643852,-18985749695,0,0,37023833717,-32230299939,0,-13439430000,0,-8645896222,-7531130024,17139906244,0,9608776220
2016,3,166044408593,-95947101573,-17737818000,-680749054,-6200000000,21941097209,-35572550063,0,31847287112,-5416862312,0,-97371745,-207628255,0,0,1546818591,-4175043721,0,0,133069437963,-160598635848,0,0,0,-27529197885,143045506,9608776220,0,9751821726
2016,4,198981446797,-83914372406,-11928726000,-927862514,-5500000000,4758818429,-55365634193,0,46103670113,-25523032313,0,-22067500000,40000000,-4076915356,0,2850024105,-48777423564,0,0,185976695284,-152918347597,0,-13439430000,0,19618917687,16945164236,9751821726,0,26696985962
2017,1,127989876279,-66889906696,-18007121493,-1009823078,-7312727893,6143004433,-40641923991,0,271377561,-9461281251,0,-1041783190,0,0,0,1786577531,-8716486910,0,0,52895230638,-41355422970,0,0,0,11539807668,3094698319,26696985962,0,29791684281
2017,2,153646640099,-89826966723,-14327070852,-1422200023,-3200000000,-5757521520,5269663103,0,44382544084,-26187199348,0,-10454389027,12000000000,-42576413005,0,4555230474,-62662770906,4430000000,0,75732685005,-42233590370,0,0,0,37929094635,19648867813,29791684281,0,49440552094
2017,3,160191180433,-142951625752,-14220323310,-1870662668,-7263819489,5036339083,-17614076803,0,-18692988506,-15043929685,0,-349614236,8222444444,-6125565000,0,735239565,-12561424912,0,0,85599439349,-54980805205,0,-12960451300,0,17658182844,-13596230574,49440552094,0,35844321520
2017,4,186191111280,-105682920618,-12507001060,-2570641309,-5800000000,-1898622229,-28348255859,0,29383670205,-15021352568,0,-13606747048,20178305625,-50137658720,7429359830,4763740097,-46394352784,0,0,131158200523,-82780239613,0,-15793612440,0,32584348470,15573665891,35844321520,0,51417987411
2018,1,146808246017,-96244786383,-19139826317,-2755684127,-6759511177,440200135,-20397594820,0,1951043328,-12255036588,0,-1197254862,0,0,0,1257469287,-12194822163,0,0,76487180707,-112572867609,0,-6803520,0,-36092490422,-46336269257,51147987411,0,4811718154
2018,2,189148677978,-113906161730,-14058857486,-1216808837,-2510000000,-206015179,-28976805729,0,28274029017,-1682513696,883636364,-2921466487,0,-5294329600,1286075000,5827621922,-1900976497,0,0,78601140127,-83710831299,0,-588912000,0,-5698603172,20674449348,4811718154,0,25486167502
2018,3,161981066570,-102045705370,-12352918815,-2515004862,-7200000000,6149103692,-27641121807,4995109437,16375419408,-24779162110,0,-372654785,0,0,0,3177140520,-21974676375,0,0,105679530113,-88111032511,0,-16392853980,0,1175643622,-4423613345,25486167502,0,21062554157
2018,4,172390032196,-119053225446,-10740138505,-2854896807,-8100000000,20939648764,-14305295023,0,38276125179,-4759994687,0,-6048518124,4219158633,0,0,3199075450,-3390278728,0,0,105790424324,-104735120907,0,-18031423620,0,-16976120203,17909726248,21062554157,0,38972280405
2019,1,132168263873,-130396284072,-17197145315,-3174855984,-4887238871,48307337201,-28626186638,5236466672,-3806109806,-18152895947,0,-1239311435,0,-35527353920,0,1303069280,-53616492022,0,0,121956658995,-62477341234,0,0,0,59479317761,2056715933,38972280405,0,41028996338
