Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,186206703101,-64118905631,-10882568630,-7644279718,-6396276067,36300423151,-80817863926,0,52647232280,-384528092,0,0,0,0,0,141498143,-243029949,5127000000,0,9811528274,-50674981915,-4911799002,0,0,-40648252643,11755949688,9686853374,0,21442803062
2010,3,155134238415,-80503820752,-3033540602,-10309408512,0,32909934855,-54146393089,0,40051010315,-126843826,0,-2000000000,3000000000,0,0,226326751,1099482925,44287690000,0,4289150696,-7333160922,-59520696038,-4847794874,0,-23124811138,18025682102,7138014709,0,25163696811
2011,1,301814908054,-198456526511,-17658988537,-15989776328,0,37296274842,-87971736625,0,19034154895,-92547102,0,-9700000000,16700000000,-23085500000,0,841620922,-15336426180,53720765000,0,6031801877,-64445779068,-18964693190,0,0,-23657905381,-19960176666,50582566581,0,30622389915
2011,4,576337632420,-240574316667,-5966490956,-46669425420,-1900000000,82235195175,-136083094928,0,227379499624,-106012487,0,0,0,-26124365109,0,4986278707,-21244098889,0,-5814149070,12590000000,-174708547285,-56325661040,0,0,-224258357395,-18122956660,35122730102,0,16999773442
2012,1,269072432292,-129691779874,-16609603284,-15781463936,0,36542355306,-48534568796,0,94997371708,-75402981,0,-7000000000,4000000000,0,0,830211931,-2245191050,0,0,18910237220,-109825016557,-23952648851,0,0,-114867428188,-22115247530,46407819710,0,24292572180
2012,3,574051249091,-228169074853,-14790520721,-29115149703,-3100000000,86792189869,-51498722126,0,334169971557,-88948805,0,-4000000000,7000000000,0,0,3948809877,6859861072,0,0,23091137243,-298235102021,-52443105812,0,0,-327587070590,13442762039,24292572180,0,37735334219
2012,4,338235516515,-127749922069,-9037193754,-16595460957,-3541991133,39328916970,-17613577742,0,203026287830,-25868746,0,-100725462216,35000000000,-223769500,0,502259476,-65472840986,0,0,84374604958,-141896164216,-26897739774,0,0,-84419299032,53134147812,37735334219,0,90869482031
2013,1,283360550081,-174121041437,-11464226091,-12444267491,-616675786,48861411831,-21042368853,0,112533382254,-160695720,0,-74225462216,56000000000,0,0,994142690,-17392015246,0,0,35305745808,-161650929046,0,-24734666951,0,-151079850189,-55938483181,90869252933,0,34930769752
2014,1,139055378200,-40729080111,-1145173000,-5966153098,0,13212625823,-17148081710,0,87279516104,0,0,0,0,0,0,45079663,45079663,0,0,17369993400,-101036017629,-13175198700,0,0,-96841222929,-9516627162,14150997366,0,4634370204
2015,1,361259315674,-316796995525,-6153323662,-9171441146,-9671320197,32117689221,-26847449321,0,24736475044,-152021123,0,2725462216,0,0,0,25073342,2598514435,0,0,216897620216,-241124846209,-450954545,0,0,-24678180538,2656808941,13267593541,0,15924402482
2015,2,318247154391,-317005950884,-4689895313,-10175706683,-4078173276,32831861566,-50709968338,0,-35580678537,-15930840,0,-2725462216,2725462216,0,0,1017182446,1001251606,0,0,239030501261,-134317610329,-56859330686,0,0,47853560246,13274133315,15924402482,0,29198535797
2016,1,312056893146,-297113034342,-6526162084,-7986939084,-3361706349,60854525536,-59182802168,0,-1259225345,-402456896,0,0,0,-7666666667,0,1305315760,-6763807803,5400000000,0,234499231142,-246789103065,-65000000,0,0,-6954871923,-14977905071,31041980441,0,16064075370
2016,2,0,0,0,0,0,0,0,0,-40017096359,-33275693523,7013636363,-250000000,250000000,-4833333333,19824000000,663105008,-10608285485,-5400000000,0,225940716902,-171194474644,-854644493,0,0,48491597765,-2133784079,16064075370,0,13930291291
2016,3,221248524071,-406823466225,-3891231889,-11553327193,-1332880727,111141115743,-199827139062,0,-291038405282,-511026467,0,0,0,-9000000000,0,25295638,-9485730829,283967160000,-57800000000,305844978203,-230588910024,-230689559,0,0,301192538620,668402509,13930291291,0,14598693800
2016,4,628050813487,-560395738107,-15225259401,-30018759457,-6248314089,570852471629,-398434021690,0,188581192372,-51310283220,0,-250000000,250000000,-1266666667,8400000000,14408562739,-29768387148,-3035000000,0,584866847991,-640404329043,-7562840269,0,0,-66135321321,92677483903,31710382950,0,124387866853
2017,1,339251842427,-313792273573,-8390790155,-10881309527,-3962556297,143567307858,-186334949032,0,-40542728299,-961044169,0,-500000000,500000000,-4280375403,0,16407312,-5225012260,0,0,303940614075,-282740005900,-900246220,0,0,20300361955,-25467378604,124458300761,0,98990922157
2017,2,0,0,0,0,0,0,0,0,-87778155128,-30060067909,3614468403,500000000,-500000000,-3219624597,0,2589734288,-27075489815,0,0,323670594346,-285029061708,900246220,0,0,39541778858,-75311866085,98990922157,0,23679056072
2017,3,212231488291,-261317918614,-3999819559,-10534805623,-134259180,83160286226,-50769486365,0,-31364514824,154633376,0,0,0,-2700000000,0,631860301,-1913506323,0,0,261162456994,-232238086979,-9404781670,0,0,19519588345,-13758432802,22959449475,0,9201016673
2017,4,367211513695,-383916098590,-5738302496,-9753417013,-1023194976,271425718036,-137366001382,0,100840217274,-2111188427,1955806069,-2774000000,0,-8251500000,0,55770743,-11125111615,12329642597,0,305354806116,-332899826388,7963220734,0,0,-7252156941,82462948718,9920623270,0,92383571988
2018,1,489437875075,-573363581496,-12013317194,-13484807330,-2359839290,168628107547,-171103800059,0,-114259362747,-1080514456,0,-29800000000,8000000000,-9000000000,0,10755012,-31869759444,13370000000,0,464752391244,-373478673905,-1067234360,0,0,103576482979,-42552639212,90951999988,0,48399360776
2018,2,462007050725,-405210318484,-5324799161,-12705567706,-2149157848,309562431704,-155017442010,0,191162197220,-1254846920,0,-10681000000,11081000000,-183200000000,3600000000,2191520182,-178263326738,910000000,0,320947826325,-297657096000,-719694759,-12500000000,0,10981035566,23879906048,48399360776,0,72279266824
2018,3,437977573425,-500242143720,-7937429139,-18019654465,-1734243644,211241737902,-181164193149,0,-59878352790,-3408765200,0,-23200000000,9900000000,-16060000000,0,20567043,-32748198157,32880930000,0,405683313476,-336034977902,-1382407918,0,0,101146857656,8520306709,95304094681,0,103824401390
2019,1,628559107202,-753890899413,-9211468303,-15968986594,-2727146886,311098211515,-130514453300,0,27344364221,-1764956137,0,-34800000000,8754086301,-8000000000,0,57355798,-35753514038,0,0,540948614473,-549852214619,-767948250,0,0,-9671548396,-18080698213,49659021877,0,31578323664
2019,4,0,0,0,0,0,0,0,0,-8564917524,-4304041983,0,0,0,-1799950000,0,6413996,-6097577987,0,0,188038718481,-154010392240,-961745239,0,0,33066581002,18404085491,4506820181,0,22910905672
2020,1,585965546278,-513997962487,-14024874611,-36141304787,-850000000,303042100657,-330554671786,0,-6561166736,-5659516394,0,-27500000000,54174019000,-177776000,0,14378205,20851104811,0,0,397269045468,-369865678865,-53377556738,0,0,-25974190135,-11684252060,34374539657,0,22690287597
2020,2,316749997448,-282124910133,-4680419686,-34266821751,-1238746288,155462886579,-42311126662,0,107590859507,-26367232868,0,-53069360000,33605981000,-64525000000,0,6436603,-110349175265,51280000000,0,190561925622,-207712952922,-34722184752,0,0,-593212052,-3351527810,22690287597,-375568490,18963191297
