Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2006,0,75000000,75000000,11141.5866666667,4051.14666666667,11141.5866666667,24599.6266666667,1512.26666666667,1512.26666666667,866.446666666667,2447,0,11.100270577859,0.917357219942685,0.135731715051956,0.0112172462738409,4188021.56413854,0,0,0,0.576959280664569,0.516094208717861,0.373293487276031,0.19337215592681,0,0,13.8533768294833,13.8533768294833,24.1792147237376,1.8803425963268,5.17137534722679,1.8803425963268,0.851638940861975,0,0,0,0.0242661341353484,0.0747639130977729,0,0.305937554056392,-0.423040719335431,0.017337281687979,0,0,0,0,0.0900878940730176,0.167325393634251,0.0826427800573146,0.886970721122739,0,0,0,-0.00370306144843307
2007,0,200000000,200000000,10904.17,3298.295,10904.17,-8537.41,1133.605,1133.605,833.3575,1763,0,7.31674166855432,0.879760603388583,0.150322912374236,0.0160518118937299,8371649.06580016,0,0,0,0.553475356206767,0.475280410030031,0.343694242025046,0.157436515513126,14.2294144807022,-70.1641920779135,18.4808641458003,18.4808641458003,25.1392709611421,1.92128332555344,6.3517665945587,1.92128332555344,-2.45390580984163,0.793793446802046,1.60984252392538,1.66666666666667,0.0353020202560436,0.0944760335401805,0,0.408037750991951,-0.446524643793233,0.0258493777879431,1.6607000113737,1.26705513116094,0,0,0.136672858671199,0.16412708150956,0.120239396611417,1.04098174558768,0,0,0,-0.00564309785526836
2008,0,211747400,211747400,11110.3985220125,3279.18548232469,10632.2344453816,4374.78807295863,938.490862225463,938.490862225463,882.187927691202,0,0,6.92639881526721,0.873839302903372,0.0876700036528617,0.0108045485745124,7337825.86219629,0,0,0,0.351541493665381,0.286196333596886,0.286196333596886,0.156524366698076,31.4684837111415,-35.5201863727436,22.3230729709193,22.3230729709193,23.7477745301149,1.88562093056272,6.38878163889285,1.97042306653614,4.7888034004426,0.0281295043240133,0.0787606943031887,0.058737,0.0384308820282936,0.155144003731543,0,0.0549415972126291,-0.648458506334619,0.0132714738044624,-0.0226938577932657,0.114830301794856,0,0,0.144375169069935,0.181165181263904,0.126160697096628,0.912567457352027,0,0,0.0062979711577024,-0.00345391156074204
2009,0,211747400,211747400,12033.1347634021,4348.2753507245,11548.0804014595,18349.1934257516,1386.39246573984,1386.39246573984,1316.2263149394,1195,0,9.80972062237415,0.907490671134443,0.119808194249541,0.0127110178781691,10839856.7314083,0,0,0,0.481005413060856,0.415571890313836,0.31883732144719,0.207554909342458,46.5150394990423,154.809342876265,15.1111611738457,15.1111611738457,15.9167156606837,1.74102595972896,4.81800215262573,1.81415432450161,1.14173955845919,0.477024479786439,0.0830515880741207,0,0.0357299236048078,0.0999977703772787,0,0.180492776227964,-0.518994586939144,0.0191761377782285,0.217723446487613,0.158779044591528,0,0,0.101939702311112,0.161129555185585,0.0925093288655567,0.958987646959795,0.0162978319030682,-0.50616555823717,0.0082494011832721,-0.00418393610071836
2010,0,2887739587.96667,2887739587.96667,13011.8275,3271.615,12634.7575,-355.396658437141,174.29722614095,174.29722614095,155.842134060599,2045,0,10.4908960712859,0.912974584941304,0.129844818254661,0.011524323592382599,18585222.6571154,0,0,0,0.58407162823254,0.506740554741313,0.38461509071208,0.156163007159905,17.0747396174633,44.4232579391166,120.196978826606,120.196978826606,134.430910653813,1.61007360418819,6.4035652116768,1.65812442383639,-58.9482188496868,1.17140507466759,1.04268510214935,0.889043265702436,0.0286528814417486,0.101466131143112,-0.0663403804870369,0.203254855682767,-0.41592837176746,0.0175006925298216,0.601423146599226,0.453626916547844,0,0,0.095320742213532,0.205527778584004,0.0870254150586964,1.05649186710942,0.0120132752929218,-0.753402953773737,0.00905083709018437,-0.00492009578529345
2011,0,505000000,505000000,11873.7524752475,4980.8396039604,11564.9702970297,16846.8851485149,1583.54059405941,1583.54059405941,1548.33366336634,1386,0,12.8116349482051,0.927597275503581,0.142788985531261,0.0112138568723275,29528395.2440736,0,0,0,0.482237675941549,0.423108514052265,0.317926438104992,0.222856358119033,23.4657022322121,70.5729465078383,14.1139419373556,14.1139419373556,14.4348731341327,1.88230300796582,4.48719528776412,1.93256008670773,1.32665473783267,0.384752874256925,0.152075870972006,0.2625,0.0339108136592077,0.158181667426552,-0.125370887157078,0.227895432468392,-0.517762324058451,0.017009419879282,0.152422539566142,0.227057597223488,0,0,0.0780540504036216,0.205465952280187,0.0724027244964186,0.992231369807054,0.0182420679967885,-0.590140315945677,0.0107653797711273,-0.00545720617858375
2012,0,577000000,577000000,11627.5632582322,5430.54072790295,11321.0814558059,3367.39341421144,1115.06759098787,1115.06759098787,988.055025996534,1115,0,14.303547239691,0.93465567267918,0.10127923286483499,0.006937197725623801,23757255.7418211,0,0,0,0.399769325676529,0.272140809632408,0.205332700159761,0.242977213776418,2.62049635926864,8.22771931074322,20.0436280102084,20.0436280102084,22.6201976731592,1.9221568185558,4.11561226033391,1.97419302098017,6.63718112225204,0.239744448144796,0.118884235050436,0.142574257425742,0.0373283270044683,0.130094036867315,-0.0908847863346382,0.050273308391422,-0.600230674323471,0.0135062698474213,0.264520162887135,1.02345531869754,0,0,0.0699127274684067,0.181802253212822,0.0653443273208199,0.62007624372836,0.0271869145595496,-0.378936435935081,0.0103021125072673,-0.0121026620869222
2013,0,577000000,577000000,13391.1559792028,8813.09185441941,13086.9428076257,-25879.3240901213,1763.63951473137,1763.63951473137,1628.42244367418,1603,0,14.6942054282703,0.93628221546032,0.140985595465052,0.00908843031442797,37575511.4097925,0,0,0,0.468191917098283,0.266431655757131,0.200115866697449,0.394321783195499,-32.2663668430345,-79.9349654548194,12.672657770091,12.672657770091,13.7249397948435,1.66901199827041,2.53599989302192,1.70780909862133,-0.863623791802641,0.18107256731048,0.151673457439324,0,0.0454948208645914,0.12266900772041,-0.0712194362168549,0.222046094759572,-0.531808082901717,0.0212633295027996,0.421935596283314,0.408804337779151,0,0,0.0680540370067299,0.14724775867145,0.0637177845396797,0.62585588340602,0.0280956767967327,-0.410166615116639,0.011523908651127,-0.0229584140640073
2014,0,634741000,634741000,14147.9595614589,9879.7162937324,13656.5512547638,8086.98666070098,1974.96774274862,1974.96774274862,1983.18566155329,1712,0,17.1777395830201,0.944987630525883,0.150068112221551,0.00881242652433159,46288789.6019496,0,0,0,0.412701614607161,0.256512095800057,0.19990126072765,0.442045471755365,9.05581483451361,55.3004593211928,11.316640528465,11.316640528465,11.2697466673366,1.57973309881975,2.26221070884177,1.63657716967186,2.76369937749628,0.346161102391412,0.162241770319193,0.100071057192374,0.0442423670232067,0.103720079709872,-0.0559454587361922,0.183564927206829,-0.587298385392839,0.0181934953384492,0.493666354366704,0.292328005726841,0,0,0.0582148771767666,0.114575450677805,0.055012338844628,0.723361152573842,0.0253760096858805,-0.564692183080251,0.0143296343073854,-0.0149706057459688
2015,0,805646600,805646600,16618.8524844516,14977.1760968147,16389.7681688224,1462.65993054523,2973.84485952029,2973.84485952029,2159.21472268362,3072,0,13.4803613016791,0.930940949665114,0.214211211373919,0.013417801967567,88467173.7685548,0,0,0,0.528234520061682,0.256598889254553,0.198558449222799,0.670119735875376,11.7838422545814,-17.6355610985594,7.51552318825578,7.51552318825578,10.3509853675979,1.34485819769508,1.49227062935805,1.36365565209858,15.2803803079973,0.18766718570582,0.490923121636384,0.269252498263071,0.0636428233480572,0.11531079565794,-0.0521198049915757,0.148918663435147,-0.471765479938318,0.0356960190330022,0.490252457449226,0.20227285343786,0,0,0.0741819879764974,0.114627013519466,0.0690590503348865,0.896627360556294,0.0269257760807276,-0.553815287221646,0.0149119064138139,-0.0335852884050466
