Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2014,4,1895570000000,-1421108000000,474462000000,177675000000,-76772000000,100903000000,28181000000,0,0,64335000000,-344510000000,-280175000000,-7587000000,315784000000,-604944000000,-289160000000,-588816000000,-877976000000,200101000000,0,200101000000,-677875000000,0,0
2015,1,2287403000000,-1391664000000,895739000000,122656000000,-55816000000,66840000000,37871000000,0,0,72061000000,-61594000000,10467000000,1451000000,1012368000000,-474365000000,538003000000,0,538003000000,-122879000000,0,-122879000000,415124000000,0,0
2015,2,1982701000000,-1324574000000,658127000000,144465000000,-70079000000,74386000000,28779000000,0,-2125000000,140470000000,-103399000000,37071000000,-154000000,796084000000,-600671000000,195413000000,-166429000000,28984000000,-2050000000,0,-2050000000,26934000000,0,0
2015,3,2154436000000,-1262641000000,891795000000,145408000000,-68383000000,77025000000,2689000000,0,0,81511000000,-70653000000,10858000000,-6339000000,976028000000,-533084000000,442944000000,-332063000000,110881000000,-27448000000,0,-27448000000,83433000000,0,0
2015,4,2176644000000,-1224615000000,952029000000,155162000000,-81372000000,73790000000,-6624000000,0,-818000000,87490000000,-60744000000,26746000000,-1855000000,1043268000000,-696434000000,346834000000,-935495000000,-588661000000,125639000000,0,125639000000,-463022000000,0,0
2016,1,2133807000000,-1212089000000,921718000000,139969000000,-70238000000,69731000000,32662000000,0,-779000000,7094000000,-379000000,6715000000,82000000,1030129000000,-662473000000,367656000000,-337190000000,30466000000,-6498000000,0,-6498000000,23968000000,0,0
2016,2,2026334000000,-1282592000000,743742000000,149775000000,-81688000000,68087000000,89566000000,0,-562000000,46703000000,-36249000000,10454000000,-2622000000,908665000000,-535719000000,372946000000,-324169000000,48777000000,-12048000000,0,-12048000000,36729000000,0,0
2016,3,2066246000000,-1346710000000,719536000000,162671000000,-81640000000,81031000000,37912000000,0,12297000000,47388000000,-13751000000,33637000000,1210000000,885623000000,-500684000000,384939000000,-261851000000,123088000000,-24751000000,0,-24751000000,98337000000,0,0
2016,4,2084186000000,-1387103000000,697083000000,158532000000,-77529000000,81003000000,99699000000,0,13769000000,40707000000,-23643000000,17064000000,1875000000,910493000000,-556338000000,354155000000,-165856000000,188299000000,-38401000000,0,-38401000000,149898000000,0,0
2017,1,2103393000000,-1415970000000,687423000000,140132000000,-66258000000,73874000000,77155000000,0,5682000000,68253000000,-62523000000,5730000000,-15192000000,834672000000,-531222000000,303450000000,-133044000000,170406000000,-33967000000,0,-33967000000,136439000000,0,0
2017,2,2231030000000,-1546244000000,684786000000,152493000000,-70627000000,81866000000,69783000000,0,7439000000,123866000000,-78563000000,45303000000,2344000000,891521000000,-539346000000,352175000000,-125402000000,226773000000,-36670000000,0,-36670000000,190103000000,0,0
2017,3,2238645000000,-1636662000000,601983000000,150379000000,-70344000000,80035000000,56419000000,0,16787000000,101281000000,-26527000000,74754000000,-4630000000,825348000000,-537613000000,287735000000,-227950000000,59785000000,-11256000000,0,-11256000000,48529000000,0,0
2017,4,2377581000000,-1683955000000,693626000000,176084000000,-80666000000,95418000000,24475000000,0,32714000000,405332000000,-100009000000,305323000000,125126000000,1276682000000,-597887000000,678795000000,-118180000000,560615000000,-112856000000,0,-112856000000,447759000000,0,0
2018,1,2265202000000,-1597840000000,667362000000,150756000000,-72349000000,78407000000,57213000000,0,-24461000000,54336000000,-7678000000,46658000000,521545000000,1346724000000,-635086000000,711638000000,-151559000000,560079000000,-115598000000,0,-115598000000,444481000000,0,0
2018,2,2450481000000,-1613734000000,836747000000,156331000000,-77154000000,79177000000,68024000000,0,10296000000,40719000000,-15763000000,24956000000,-101000000,1019099000000,-637868000000,381231000000,-19647000000,361584000000,-68704000000,0,-68704000000,292880000000,0,0
2018,3,2530109000000,-1726880000000,803229000000,178190000000,-83503000000,94687000000,23666000000,0,-20192000000,84274000000,-39318000000,44956000000,0,946346000000,-580787000000,365559000000,-150751000000,214808000000,-44885000000,0,-44885000000,169923000000,0,0
2018,4,2687701000000,-1788144000000,899557000000,198314000000,-103927000000,94387000000,120170000000,0,-81676000000,147641000000,-38641000000,109000000000,-2029000000,1139409000000,-1047163000000,92246000000,-401589000000,-309343000000,62649000000,0,62649000000,-246694000000,0,0
2019,1,2615542000000,-1786491000000,829051000000,161481000000,-82049000000,79432000000,23209000000,0,46346000000,155978000000,-118424000000,37554000000,1502000000,1017094000000,-673693000000,343401000000,6950000000,350351000000,-69823000000,0,-69823000000,280528000000,0,0
2019,2,2800103000000,-1965568000000,834535000000,171358000000,-92295000000,79063000000,131632000000,0,21393000000,148318000000,-96155000000,52163000000,2680000000,1121466000000,-745633000000,375833000000,36353000000,412186000000,-82142000000,0,-82142000000,330044000000,0,0
2019,3,2910128000000,-2150235000000,759893000000,213587000000,-122916000000,90671000000,77202000000,0,59162000000,181003000000,-80485000000,100518000000,298000000,1087744000000,-604437000000,483307000000,-142888000000,340419000000,-68557000000,0,-68557000000,271862000000,0,0
2019,4,2979983000000,-2183096000000,796887000000,265125000000,-130755000000,134370000000,132498000000,0,102158000000,161492000000,-67599000000,93893000000,179000000,1259985000000,-676985000000,583000000000,-590707000000,-7707000000,-8595000000,0,-8595000000,-16302000000,0,0
2020,1,2945370000000,-2089396000000,855974000000,179558000000,-104067000000,75491000000,53608000000,0,29154000000,38812000000,-2409000000,36403000000,990000000,1051620000000,-629128000000,422492000000,35078000000,457570000000,-91501000000,0,-91501000000,366069000000,0,0
